x_pos,y_pos,time
247.2,222.0,0.0
247.2,224.0,0.07138017899978877
247.2,226.0,0.09537232300044707
247.2,228.0,0.11934000400015066
247.2,229.0,0.1279760779998469
247.2,230.0,0.21533920999991096
247.2,231.0,0.2313891080002577
247.2,232.0,0.239042690000133
243.2,241.0,0.7353765219995694
243.2,242.0,0.7431246030000693
243.2,243.0,0.7511003489998984
243.2,244.0,0.7590415770000618
243.2,245.0,0.7751020859996061
243.2,246.0,0.7831254610000542
243.2,247.0,0.7991128410003512
243.2,248.0,0.8070499940004083
243.2,250.0,0.8151156100002481
243.2,252.0,0.8311336750002738
243.2,254.0,0.8419466369996371
242.2,255.0,0.854075623999961
241.2,256.0,0.855675462000363
240.2,257.0,0.8649502890002623
238.2,258.0,0.8795079969995641
236.2,259.0,0.8873679660000562
234.2,260.0,0.8953865260000384
233.2,260.0,0.9033872529998916
231.2,260.0,0.9118579200003296
230.2,261.0,0.9200628309999956
228.2,261.0,0.9284009250004601
227.2,261.0,0.9431306500000574
225.2,261.0,0.9511242469998251
223.2,261.0,0.9590592889999243
221.2,260.0,0.9695544950000112
220.2,259.0,0.9750529100001586
218.2,258.0,0.9865871620004327
217.2,257.0,0.9910548090001612
215.2,255.0,0.9993369780004286
214.2,254.0,1.0072738159997243
213.2,253.0,1.0154486350002117
211.2,253.0,1.0232595859997673
210.2,251.0,1.0314766999999847
209.2,249.0,1.0474408019999828
208.2,248.0,1.0550583659996846
207.2,247.0,1.0634668669999883
206.2,245.0,1.0712425219999204
204.2,244.0,1.0795925610000268
204.2,242.0,1.0872683460002008
204.2,241.0,1.0954204050003682
202.2,240.0,1.1031093020001208
202.2,238.0,1.111521394999727
201.2,235.0,1.1276486819997444
200.2,234.0,1.1358469260003403
200.2,233.0,1.1431110659996193
200.2,231.0,1.1511439409996456
200.2,230.0,1.159079279999787
200.2,229.0,1.1673912269998254
200.2,227.0,1.175073104999683
200.2,225.0,1.1831296090003889
200.2,223.0,1.1913117789999887
200.2,222.0,1.1992996910003058
200.2,220.0,1.207076104999942
201.2,219.0,1.21531936700012
202.2,217.0,1.22307363300024
202.2,215.0,1.2314439680003488
202.2,214.0,1.2393149560002712
202.2,213.0,1.2474766440000167
202.2,212.0,1.2550770420002664
203.2,211.0,1.263487301999703
203.2,210.0,1.2713150310000856
205.2,209.0,1.2794986819999394
205.2,206.0,1.2871041719999994
206.2,205.0,1.2954169519998686
206.2,204.0,1.303115902999707
208.2,203.0,1.3113460730000952
208.2,202.0,1.319489984000029
209.2,200.0,1.3286290899995947
210.2,200.0,1.335191162999763
210.2,199.0,1.343212370999936
211.2,198.0,1.3517869079996672
212.2,197.0,1.3593302130002485
214.2,196.0,1.367533548999745
216.2,196.0,1.3750833909998619
217.2,196.0,1.3834651340002893
218.2,196.0,1.3910898829999496
218.2,195.0,1.3994136069995875
220.2,195.0,1.407097559000249
221.2,195.0,1.4315262179998172
