x_pos,y_pos,time
270.0,272.0,0.0
271.0,272.0,0.047463724999943224
272.0,274.0,0.06412445400019351
272.0,275.0,0.07940673099983542
272.0,276.0,0.08723963600004936
273.0,277.0,0.0951322450000589
273.0,278.0,0.10552807600015512
274.0,280.0,0.1111761080001088
274.0,282.0,0.11912669799949072
274.0,284.0,0.12727228600033413
274.0,285.0,0.1350972649997857
274.0,286.0,0.14309626199974446
274.0,287.0,0.15106399999967834
274.0,289.0,0.15917043999979796
274.0,291.0,0.1672619359997043
273.0,292.0,0.18331248499998765
273.0,293.0,0.19117300099969725
271.0,295.0,0.20714067999961117
270.0,296.0,0.22311354399971606
269.0,297.0,0.2311133000002883
268.0,297.0,0.23905096399994363
267.0,297.0,0.24709381199954805
266.0,297.0,0.2551416229998722
264.0,297.0,0.26304893599990464
263.0,297.0,0.2714481330003764
261.0,297.0,0.28715833200021734
260.0,297.0,0.29502977399988595
258.0,296.0,0.31114356299985957
256.0,296.0,0.3192963370001962
256.0,294.0,0.32709729799989873
253.0,293.0,0.33510948000002827
251.0,292.0,0.3435171029996127
249.0,290.0,0.3511856209997859
247.0,288.0,0.35929450599996926
246.0,287.0,0.36749696399965615
244.0,285.0,0.37503192700023646
243.0,284.0,0.3838300099996559
242.0,283.0,0.39102884600015386
241.0,282.0,0.39934939599970676
240.0,281.0,0.41537618599977577
238.0,280.0,0.43147747500006517
238.0,279.0,0.43949552699996275
238.0,278.0,0.4471111379998547
237.0,277.0,0.4550854310000432
236.0,275.0,0.4631156120003652
236.0,274.0,0.47178875200006587
236.0,272.0,0.479181902000164
234.0,270.0,0.4874715810001362
234.0,268.0,0.5031226330002028
232.0,266.0,0.5191853300002549
232.0,264.0,0.5270632530000512
232.0,263.0,0.5354738209998686
232.0,261.0,0.5430897280002682
232.0,259.0,0.5510731880003732
232.0,257.0,0.5594049969995467
231.0,254.0,0.5672688089998701
230.0,251.0,0.5760464300001331
230.0,250.0,0.5846842740002103
230.0,248.0,0.5913975390003543
230.0,246.0,0.5992702960002134
230.0,243.0,0.6079612319999796
230.0,241.0,0.6153168820001156
231.0,239.0,0.6233433600000353
232.0,238.0,0.6316536690001158
233.0,236.0,0.6390616520002368
233.0,234.0,0.6473288690003756
234.0,232.0,0.6552364959998158
235.0,230.0,0.6632964000000356
236.0,228.0,0.6711835269998119
236.0,226.0,0.67921585699969
238.0,224.0,0.6871405199999572
238.0,222.0,0.6952782939997633
240.0,219.0,0.7031666619996031
242.0,218.0,0.7113661759995011
243.0,216.0,0.7190940450000198
244.0,215.0,0.7270819300001676
246.0,213.0,0.7431021639995379
247.0,211.0,0.7512384009996822
248.0,211.0,0.7916765479994865
249.0,210.0,0.8073790810003629
251.0,209.0,0.8152908929996556
252.0,209.0,0.8311560350002765
254.0,209.0,0.8393084379995344
257.0,207.0,0.8472184359998209
258.0,207.0,0.8552430059999097
261.0,206.0,0.8633602250001786
262.0,206.0,0.8710506309998891
264.0,205.0,0.8794299210003373
266.0,205.0,0.8951131020003231
268.0,204.0,0.9193654979999337
269.0,204.0,0.9273517720002928
271.0,204.0,0.9431813599994712
272.0,203.0,0.9592121679997945
273.0,203.0,0.9672257940001145
274.0,203.0,0.9833389719997285
275.0,203.0,0.9993620209997971
276.0,203.0,1.0071103899999798
277.0,203.0,1.0394800029998805
278.0,203.0,1.0631240699995033
279.0,203.0,1.0951339459998053
280.0,203.0,1.1111323839995748
281.0,203.0,1.1191071029998056
283.0,203.0,1.135111708000295
285.0,203.0,1.1679202630002692
287.0,203.0,1.191472812000029
289.0,203.0,1.2154315059997316
290.0,203.0,1.2311402049999742
292.0,203.0,1.2718652759995166
293.0,203.0,1.2874575870000626
294.0,203.0,1.295662304999496
295.0,204.0,1.3278363270001137
296.0,204.0,1.3351094399995418
298.0,204.0,1.3511314150000544
300.0,205.0,1.3751875899997685
302.0,206.0,1.4074121490002653
303.0,206.0,1.4639968439996665
304.0,206.0,1.495481056999779
305.0,207.0,1.5194226220000928
306.0,208.0,1.5271423799995318
307.0,208.0,1.5674425469997004
308.0,209.0,1.577839247999691
309.0,210.0,1.607905175000269
311.0,211.0,1.687584033999883
313.0,212.0,1.743426177999936
313.0,213.0,1.7835377720002725
314.0,214.0,1.8154303900000741
314.0,215.0,1.8474358759995084
316.0,215.0,1.863420202999805
317.0,216.0,1.911896736000017
318.0,216.0,1.9355564509996839
319.0,217.0,1.9514356669997142
320.0,218.0,1.975262639999528
321.0,218.0,1.9833537100003014
321.0,220.0,1.991174781999689
322.0,220.0,1.9991134649999367
323.0,221.0,2.0151520689996687
324.0,222.0,2.0234061379997
325.0,223.0,2.0391753180001615
326.0,224.0,2.0551818490002915
327.0,224.0,2.0711636389996784
328.0,226.0,2.079162764999637
329.0,226.0,2.0951758139999583
329.0,228.0,2.103182996000214
330.0,229.0,2.111370509999688
331.0,231.0,2.1272196150002856
332.0,233.0,2.143238996999571
332.0,234.0,2.1511276620003628
332.0,236.0,2.159174417000031
332.0,237.0,2.1673231719996693
333.0,239.0,2.175462445999983
334.0,240.0,2.183404553999935
334.0,242.0,2.191135774999566
334.0,243.0,2.200058913000248
334.0,244.0,2.207119046000116
334.0,246.0,2.215469466000286
336.0,248.0,2.2242458829996394
336.0,250.0,2.2471831590000875
336.0,251.0,2.2631683749996228
336.0,252.0,2.287858822999624
336.0,253.0,2.3034325600001466
661.0,332.0,5.295759777999592
761.0,-630.0,6.959804541999802
759.0,-626.0,6.967405911999776
757.0,-621.0,6.975454315999741
754.0,-615.0,6.983392997999545
750.0,-605.0,6.991453567999997
743.0,-589.0,6.999722247999671
735.0,-569.0,7.007432358000187
729.0,-552.0,7.015458003000276
719.0,-528.0,7.02340405599989
712.0,-512.0,7.031458088999898
702.0,-491.0,7.039392216000124
694.0,-473.0,7.0474558599999
690.0,-459.0,7.055472134999945
689.0,-449.0,7.063409632000003
687.0,-444.0,7.071460813000158
687.0,-440.0,7.07939347699994
687.0,-438.0,7.087452195999504
687.0,-437.0,7.095391619000111
687.0,-441.0,7.119707218000258
687.0,-446.0,7.127703195999857
686.0,-454.0,7.135494193999875
612.0,-630.0,7.4077573960003065
612.0,-628.0,7.415720467000028
611.0,-626.0,7.4234195769995495
611.0,-625.0,7.431474574000276
610.0,-622.0,7.439428589000272
610.0,-621.0,7.447461177999685
609.0,-618.0,7.455536008000308
608.0,-617.0,7.4635101900003065
352.0,247.0,11.279934907000097
351.0,248.0,11.297629443000005
350.0,249.0,11.303622325000106
350.0,251.0,11.319653800000196
348.0,254.0,11.327671314999861
348.0,257.0,11.338073091000297
347.0,261.0,11.343643401000008
347.0,264.0,11.35331925599985
347.0,266.0,11.361694823999642
347.0,272.0,11.36784501999955
346.0,278.0,11.376007941000353
346.0,283.0,11.387727743999676
344.0,288.0,11.398145129999648
342.0,295.0,11.408304167000097
339.0,310.0,11.416811529999904
339.0,310.0,11.426617477000036
337.0,316.0,11.428140299000006
335.0,323.0,11.437082233000183
334.0,327.0,11.4457015400003
332.0,332.0,11.455190581000352
329.0,337.0,11.465350155000124
329.0,337.0,11.474171275000117
327.0,339.0,11.475909280999986
325.0,341.0,11.483450280999932
323.0,342.0,11.4895354399996
319.0,343.0,11.497006589000193
