x_pos,y_pos,time
-101.80000000000001,231.0,0.0
-101.80000000000001,232.0,0.0017060420000234444
-101.80000000000001,233.0,0.008304265999868221
-101.80000000000001,234.0,0.015146802999879583
-100.80000000000001,236.0,0.0558001009999316
-100.80000000000001,237.0,0.0629375059997983
-98.80000000000001,239.0,0.07270290799988288
245.2,246.0,3.5433984829996916
246.2,246.0,3.5677459329999692
246.2,247.0,3.6154893409998294
246.2,248.0,3.6239486419999594
246.2,250.0,3.6343775199998163
246.2,252.0,3.6411070399999517
246.2,254.0,3.647276507999777
245.2,258.0,3.663045212999805
242.2,261.0,3.665439896999942
238.2,267.0,3.6801177409997763
238.2,267.0,3.692850804000045
233.2,270.0,3.6951283220000732
230.2,272.0,3.696639087999756
227.2,274.0,3.7101672559997496
221.2,275.0,3.7137219860001096
219.2,277.0,3.7246036749997984
217.2,277.0,3.7274585410000327
213.2,277.0,3.7413915009997254
210.2,277.0,3.745612040999731
206.2,276.0,3.7622195730000385
206.2,276.0,3.7685701689997586
204.2,276.0,3.7742052529997636
203.2,274.0,3.778091072999814
199.2,267.0,3.792480159999741
199.2,267.0,3.8073661129997163
196.2,260.0,3.8102529230000073
196.2,260.0,3.8220068639998317
192.2,253.0,3.8268384729999525
192.2,253.0,3.841766203000134
190.2,246.0,3.844993843999873
190.2,246.0,3.8581384770000113
187.2,237.0,3.8605528469997807
187.2,237.0,3.871878142999776
187.2,232.0,3.875581873000101
187.2,232.0,3.8864615620000222
186.2,226.0,3.8894900739996956
186.2,226.0,3.9030934630000047
185.2,221.0,3.9077386290000504
185.2,221.0,3.923337724999783
187.2,215.0,3.9258552410001357
187.2,215.0,3.934922852999989
192.2,208.0,3.939284391000001
192.2,208.0,3.950098173999777
196.2,202.0,3.952749966999818
196.2,202.0,3.962898403000054
199.2,197.0,3.9653691600001366
207.2,193.0,3.9787156809998123
207.2,193.0,3.99135742999988
218.2,187.0,3.9936525600001005
218.2,187.0,4.002336229999855
221.2,186.0,4.007137801999761
234.2,182.0,4.024508919999789
234.2,182.0,4.040857582999706
234.2,182.0,4.043790652000098
245.2,183.0,4.046263760999864
245.2,183.0,4.0565016780001315
251.2,184.0,4.058982435999951
251.2,184.0,4.070019975999912
256.2,187.0,4.0738807960001395
256.2,187.0,4.085212277999744
261.2,192.0,4.090174570999807
261.2,192.0,4.103817403999983
267.2,198.0,4.107618872999865
267.2,198.0,4.122310920000018
276.2,205.0,4.124532143000124
276.2,205.0,4.133265441999811
284.2,208.0,4.137611554999694
284.2,208.0,4.149499106999883
291.2,210.0,4.152390378999826
291.2,210.0,4.1616011010000875
293.2,211.0,4.16395204499986
294.2,211.0,4.168774412999937
295.2,212.0,4.176090945999931
295.2,214.0,4.209735189999719
295.2,214.0,4.2126016859997435
295.2,216.0,4.2155776429999605
295.2,218.0,4.227101048999884
296.2,221.0,4.231331403999775
298.2,225.0,4.241584338999928
298.2,229.0,4.258857883000019
298.2,229.0,4.273927426999762
299.2,238.0,4.276814421999916
299.2,238.0,4.290131813999778
300.2,248.0,4.292640349000067
300.2,248.0,4.304259531999833
300.2,262.0,4.309534341000017
300.2,262.0,4.327015662000122
300.2,287.0,4.330429448999894
300.2,287.0,4.340973326000039
300.2,287.0,4.34423765199972
300.2,303.0,4.347056239999802
300.2,303.0,4.361028125999837
300.2,312.0,4.36385700999972
300.2,312.0,4.375181585000064
298.2,319.0,4.377977729000122
298.2,319.0,4.38972757800002
295.2,321.0,4.393113531999916
278.2,331.0,4.417058243999691
278.2,331.0,4.428991757999938
278.2,331.0,4.432957021999755
278.2,331.0,4.43631343900006
262.2,335.0,4.440320850999797
262.2,335.0,4.450685173999773
262.2,335.0,4.454491439999856
253.2,335.0,4.457928282000012
253.2,335.0,4.4709799719998955
235.2,335.0,4.473999670000012
235.2,335.0,4.49288442299985
212.2,332.0,4.497240907000105
212.2,332.0,4.516340214000138
212.2,332.0,4.519502651000039
203.2,330.0,4.522581792999972
203.2,330.0,4.534195327999896
203.2,330.0,4.5372918210000535
202.2,330.0,4.54126519600004
201.2,329.0,4.55450186600001
201.2,328.0,4.564623820999714
201.2,325.0,4.568271957999968
199.2,323.0,4.57568243500009
196.2,318.0,4.587667281999984
193.2,314.0,4.596808558999783
185.2,302.0,4.6104476890000115
185.2,302.0,4.62568938000004
174.2,288.0,4.628002379000009
174.2,288.0,4.638055186999736
171.2,284.0,4.641778823000095
168.2,279.0,4.655721561000064
163.2,267.0,4.670478070999707
163.2,267.0,4.688900698999987
163.2,267.0,4.696964874000059
160.2,252.0,4.699269984999773
160.2,252.0,4.714183492999837
160.2,252.0,4.716593232999912
